학교ID,학교명,학교급,원자료_지역명,학교명_학교급_대조,원자료_기준일,앱_분석,확장_환경_분석,확장_KNN_비교기관수,확장_학교수요_모형,확장_지역전망_연결,확장_공원경로_상태,확장_후보격자수,학원_환경_연결,연결_공시행수,연결_공시항목수,연결_공시항목코드,연결_공시연도,과학전람회_확인기록수,학생발명대회_확인기록수,수능_학교점수,학업성취_학교수치,진로_연결_조사연도,진로_최근_상태,확장_직선권_연령인구_상태,확장_보행권_연령인구_상태,55_최신공시_상태,55_최신공시_연도,56_최신공시_상태,56_최신공시_연도,59_최신공시_상태,59_최신공시_연도,90_최신공시_상태,90_최신공시_연도
B000008839,인천성리중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,93,geocoded_observations_only,184,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008840,인천고잔중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,67,geocoded_observations_only,173,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008841,인천논현중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,65,geocoded_observations_only,178,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,1,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008842,논곡중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,53,geocoded_observations_only,165,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008843,만성중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,79,geocoded_observations_only,176,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008845,숭덕여자중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,62,geocoded_observations_only,154,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,1,0,미확보,미확보,2025|2026,available,missing_age_observations,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008846,계산중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,79,geocoded_observations_only,161,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008847,인천효성중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,74,geocoded_observations_only,159,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008848,북인천여자중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,69,geocoded_observations_only,160,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008849,계산여자중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,104,geocoded_observations_only,166,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008850,북인천중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,72,geocoded_observations_only,165,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008851,인천계수중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,75,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008852,서운중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,77,geocoded_observations_only,180,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008853,임학중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,80,geocoded_observations_only,167,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008854,인천양촌중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,60,geocoded_observations_only,158,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008855,인천동양중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,33,geocoded_observations_only,177,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008856,계양중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,49,geocoded_observations_only,173,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008857,인천예일중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,58,geocoded_observations_only,159,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008858,인천안남중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,106,geocoded_observations_only,167,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008859,작전중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,107,geocoded_observations_only,169,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008860,명현중학교,중학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,88,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008861,인천해원중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,54,geocoded_observations_only,180,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,1,2,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008862,인천초은중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,78,geocoded_observations_only,178,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,1,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008863,신현중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,72,geocoded_observations_only,164,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008864,가좌중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,75,geocoded_observations_only,160,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008865,제물포중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,74,geocoded_observations_only,160,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008866,검암중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,44,geocoded_observations_only,155,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,1,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008867,인천가좌여자중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,72,geocoded_observations_only,162,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008868,가정여자중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,65,geocoded_observations_only,148,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008869,동인천여자중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,77,geocoded_observations_only,151,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008870,신현여자중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,74,geocoded_observations_only,167,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008871,백석중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,35,geocoded_observations_only,175,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,missing_age_observations,missing_age_observations,available,2026,available,2026,available,2026,available,2026
B000008872,인천청라중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,76,geocoded_observations_only,184,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,1,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008873,인천석남중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,81,geocoded_observations_only,167,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,1,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008874,검단중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,68,geocoded_observations_only,181,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008875,불로중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,39,geocoded_observations_only,177,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008876,인천당하중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,52,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008877,원당중학교,중학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,82,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
