학교ID,학교명,gu,similarity_group,knn_k,similarity_features,selection_features,comparison_features,redev_status_simple,large_apt_flag,redev_none,redev_completed,redev_planned,large_apt_count_500m,large_apt_households_500m,current_students_2025,student_slope,recent_student_change_pct,trend_volatility,common_points,relative_strengths,relative_weaknesses,peer_avg_nearest_park_dist_m,peer_avg_iso_green_ratio,peer_avg_iso_playground_count,similar_school_1_id,similar_school_1_name,similar_school_1_gu,similar_school_1_distance,similar_school_1_nearest_park_dist_m,similar_school_1_iso_green_ratio,similar_school_1_iso_playground_count,similar_school_2_id,similar_school_2_name,similar_school_2_gu,similar_school_2_distance,similar_school_2_nearest_park_dist_m,similar_school_2_iso_green_ratio,similar_school_2_iso_playground_count,similar_school_3_id,similar_school_3_name,similar_school_3_gu,similar_school_3_distance,similar_school_3_nearest_park_dist_m,similar_school_3_iso_green_ratio,similar_school_3_iso_playground_count,similar_school_4_id,similar_school_4_name,similar_school_4_gu,similar_school_4_distance,similar_school_4_nearest_park_dist_m,similar_school_4_iso_green_ratio,similar_school_4_iso_playground_count,similar_school_5_id,similar_school_5_name,similar_school_5_gu,similar_school_5_distance,similar_school_5_nearest_park_dist_m,similar_school_5_iso_green_ratio,similar_school_5_iso_playground_count
B000003126,인천부현초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1176,342,-43.857,-0.145,9.394,"최근 1년 학생수 증감률은 -14.5%로, KNN 비교군 -16.7~-10.4% 범위와 유사합니다 (평균 -14.0%). | 학교 주변 아동 규모는 413명으로, KNN 비교군 298~524명 범위와 비슷합니다 (평균 390명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 1.4m 더 가깝습니다,유사학교 평균보다 녹지 비율이 2.5%p 더 낮습니다,433.9,3.37,0.0,B000002967,인천서흥초등학교,동구,0.4339,505.5,5.24,0,B000003128,인천작전초등학교,계양구,0.5607,420.7,5.0,0,B000003057,인천청량초등학교,연수구,0.7519,296.5,3.23,0,B000003147,인천신현북초등학교,서구,0.7751,512.9,0.0,0,,,,,,,
B000003114,인천서운초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,4289,510,29.486,-0.0249,79.27,"500m 안 대단지 아파트는 4개로, KNN 비교군도 3~5개 범위에 몰려 있습니다 (세대수 평균 3,906세대). | 최근 1년 학생수 증감률은 -2.5%로, KNN 비교군 -5.0~-1.9% 범위와 유사합니다 (평균 -3.1%). | 학교 유형은 기존학교이며, KNN 비교군의 100%도 같은 유형입니다.",유사학교 평균보다 최근접 공원 거리가 176.9m 더 가깝습니다,유사학교 평균보다 녹지 비율이 1.3%p 더 낮습니다,500.4,8.11,0.0,B000003164,인천가정초등학교,서구,1.282,663.1,0.0,0,B000003032,인천산곡초등학교,부평구,1.5863,772.7,0.0,0,B000003052,인천선학초등학교,연수구,1.6514,302.1,3.81,0,B000003017,인천부내초등학교,부평구,1.6827,263.6,28.65,0,,,,,,,
B000003112,인천성지초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1567,291,-25.2,-0.0703,12.576,"현재 학생수는 291명으로, KNN 비교군 198~415명 범위에 가깝습니다 (평균 308명). | 학생수 추세는 연간 -25.2명 수준으로, KNN 비교군 평균 -24.1명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 213.2m 더 멉니다 | 유사학교 평균보다 녹지 비율이 4.1%p 더 낮습니다,217.0,7.28,1.0,B000003084,인천은봉초등학교,남동구,0.5812,372.2,15.89,0,B000002957,인천공항초등학교,중구,0.599,49.8,5.77,4,B000003171,인천검암초등학교,서구,0.6526,150.6,5.69,0,B000003049,인천축현초등학교,연수구,0.6739,295.5,1.79,0,,,,,,,
B000003119,인천소양초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,2,1216,346,-20.886,-0.0416,9.98,"학생수 추세는 연간 -20.9명 수준으로, KNN 비교군 평균 -22.8명과 비슷한 학생 수가 줄어드는 흐름입니다. | 500m 안 대단지 아파트는 2개로, KNN 비교군도 1~3개 범위에 몰려 있습니다 (세대수 평균 1,100세대). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 323.9m 더 가깝습니다 | 유사학교 평균보다 녹지 비율이 0.2%p 더 높습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,567.9,1.09,0.0,B000003091,인천주원초등학교,남동구,0.7272,513.7,0.0,0,B000003109,인천효성초등학교,계양구,0.8358,513.4,3.8,0,B000003143,인천신석초등학교,서구,0.911,664.8,0.56,0,B000002951,인천신선초등학교,중구,1.1569,579.7,0.0,0,,,,,,,
B000003115,인천신대초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,3336,529,-59.4,-0.0895,15.51,"학교 주변 아동 규모는 146명으로, KNN 비교군 63~313명 범위와 비슷합니다 (평균 140명). | 현재 학생수는 529명으로, KNN 비교군 472~591명 범위에 가깝습니다 (평균 524명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 19.7%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 145.2m 더 멉니다,328.1,27.05,0.0,B000003067,인천신송초등학교,연수구,0.5803,0.0,78.18,0,B000003155,인천목향초등학교,서구,0.643,969.1,0.0,0,B000003097,인천논현초등학교,남동구,0.8738,0.0,1.29,0,B000003098,인천논곡초등학교,남동구,0.9903,343.5,28.74,0,,,,,,,
B000003111,인천안남초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,2770,288,-53.286,-0.1028,15.816,"학생수 추세는 연간 -53.3명 수준으로, KNN 비교군 평균 -51.0명과 비슷한 학생 수가 줄어드는 흐름입니다. | 최근 1년 학생수 증감률은 -10.3%로, KNN 비교군 -14.5~-7.7% 범위와 유사합니다 (평균 -11.7%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 113.8m 더 멉니다 | 유사학교 평균보다 녹지 비율이 20.0%p 더 낮습니다,322.2,20.27,0.25,B000003153,인천완정초등학교,서구,0.8977,379.2,5.47,0,B000003092,인천송천초등학교,남동구,0.9212,180.7,71.48,1,B000003126,인천부현초등학교,계양구,1.0654,432.5,0.89,0,B000003057,인천청량초등학교,연수구,1.105,296.5,3.23,0,,,,,,,
B000003124,인천안산초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,2,2134,265,-37.4,-0.0986,11.775,"500m 안 대단지 아파트는 2개로, KNN 비교군도 1~3개 범위에 몰려 있습니다 (세대수 평균 1,469세대). | 최근 1년 학생수 증감률은 -9.9%로, KNN 비교군 -16.5~-5.2% 범위와 유사합니다 (평균 -11.7%). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 3.0%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 166.8m 더 멉니다,556.1,3.05,0.0,B000003023,인천부평북초등학교,부평구,0.6183,827.8,6.32,0,B000003020,인천일신초등학교,부평구,0.7202,218.4,1.51,0,B000003109,인천효성초등학교,계양구,0.9341,513.4,3.8,0,B000003143,인천신석초등학교,서구,1.121,664.8,0.56,0,,,,,,,
B000003118,인천양촌초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,546,186,-23.686,-0.1226,11.261,"학교 주변 아동 규모는 140명으로, KNN 비교군 123~163명 범위와 비슷합니다 (평균 146명). | 최근 1년 학생수 증감률은 -12.3%로, KNN 비교군 -16.5~-11.5% 범위와 유사합니다 (평균 -13.1%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 224.4m 더 멉니다 | 유사학교 평균보다 녹지 비율이 3.0%p 더 낮습니다,175.8,4.65,0.0,B000003142,인천심곡초등학교,서구,0.279,163.0,14.35,0,B000003110,인천해서초등학교,계양구,0.5447,268.2,0.58,0,B000003122,인천계양초등학교,계양구,0.5501,161.3,2.09,0,B000002963,인천만석초등학교,동구,0.5939,110.6,1.59,0,,,,,,,
B000003129,인천작동초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,7,6055,400,-25.886,-0.1011,29.268,"학생수 추세는 연간 -25.9명 수준으로, KNN 비교군 평균 -36.2명과 비슷한 학생 수가 줄어드는 흐름입니다. | 학교 주변 아동 규모는 568명으로, KNN 비교군 111~624명 범위와 비슷합니다 (평균 452명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 0.1%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 103.2m 더 멉니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,250.5,1.04,0.5,B000002981,인천경원초등학교,미추홀구,4.3543,73.2,0.45,0,B000003113,인천화전초등학교,계양구,4.4638,425.8,0.08,0,B000002966,인천송림초등학교,동구,5.504,354.2,1.93,2,B000003070,인천남촌초등학교,남동구,5.5163,148.9,1.72,0,,,,,,,
B000003128,인천작전초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1176,311,-44.0,-0.1503,19.323,"500m 안 대단지 아파트는 2개로, KNN 비교군도 2~2개 범위에 몰려 있습니다 (세대수 평균 1,272세대). | 학교 주변 아동 규모는 298명으로, KNN 비교군 189~413명 범위와 비슷합니다 (평균 316명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 10.5m 더 가깝습니다,유사학교 평균보다 녹지 비율이 1.1%p 더 낮습니다,431.2,6.12,0.0,B000002967,인천서흥초등학교,동구,0.4955,505.5,5.24,0,B000003126,인천부현초등학교,계양구,0.5607,432.5,0.89,0,B000003084,인천은봉초등학교,남동구,0.6854,372.2,15.89,0,B000003161,인천금곡초등학교,서구,0.7757,414.5,2.47,0,,,,,,,
B000003110,인천해서초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,0,1,0,0,0,0,141,-30.429,-0.1187,6.723,"최근 1년 학생수 증감률은 -11.9%로, KNN 비교군 -12.6~-10.0% 범위와 유사합니다 (평균 -11.3%). | 500m 안 대단지 아파트는 0개로, KNN 비교군도 0~1개 범위에 몰려 있습니다 (세대수 평균 398세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 312.1m 더 가깝습니다,유사학교 평균보다 녹지 비율이 3.5%p 더 낮습니다,580.3,4.1,0.0,B000003162,인천가석초등학교,서구,0.4795,1323.0,0.0,0,B000003118,인천양촌초등학교,계양구,0.5447,400.2,1.63,0,B000003145,인천천마초등학교,서구,0.5573,435.0,0.43,0,B000003142,인천심곡초등학교,서구,0.6338,163.0,14.35,0,,,,,,,
B000003113,인천화전초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,4,2895,688,-56.114,-0.0923,24.27,"최근 1년 학생수 증감률은 -9.2%로, KNN 비교군 -16.7~-7.5% 범위와 유사합니다 (평균 -10.8%). | 학생수 추세는 연간 -56.1명 수준으로, KNN 비교군 평균 -33.3명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 0.7%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,321.0,0.8,0.5,B000002981,인천경원초등학교,미추홀구,1.5579,73.2,0.45,0,B000003169,인천신현초등학교,서구,2.447,602.1,0.2,0,B000002966,인천송림초등학교,동구,2.5289,354.2,1.93,2,B000002986,인천대화초등학교,미추홀구,2.7606,254.6,0.62,0,,,,,,,
B000003108,인천효성남초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,3,3213,633,10.743,-0.0262,51.577,"500m 안 대단지 아파트는 3개로, KNN 비교군도 1~4개 범위에 몰려 있습니다 (세대수 평균 2,033세대). | 학교 주변 아동 규모는 516명으로, KNN 비교군 480~654명 범위와 비슷합니다 (평균 578명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 2.5%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 288.2m 더 가깝습니다,유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,409.2,0.71,0.5,B000002966,인천송림초등학교,동구,1.7125,354.2,1.93,2,B000002986,인천대화초등학교,미추홀구,1.823,254.6,0.62,0,B000003169,인천신현초등학교,서구,2.6616,602.1,0.2,0,B000003113,인천화전초등학교,계양구,2.8671,425.8,0.08,0,,,,,,,
B000003107,인천효성동초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,2,1225,454,30.2,0.4143,70.91,"현재 학생수는 454명으로, KNN 비교군 297~696명 범위에 가깝습니다 (평균 473명). | 500m 안 대단지 아파트는 2개로, KNN 비교군도 1~4개 범위에 몰려 있습니다 (세대수 평균 2,365세대). | 학교 유형은 기존학교이며, KNN 비교군의 100%도 같은 유형입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 490.6m 더 멉니다 | 유사학교 평균보다 녹지 비율이 13.5%p 더 낮습니다,200.7,13.52,0.0,B000002977,인천백학초등학교,미추홀구,1.4843,56.9,28.69,0,B000002956,인천운남초등학교,중구,2.0703,222.8,5.08,0,B000003159,인천발산초등학교,서구,2.879,203.0,15.18,0,B000003158,인천원당초등학교,서구,3.0852,320.0,5.12,0,,,,,,,
B000003131,인천효성서초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,1178,341,-47.486,-0.1763,22.168,"500m 안 대단지 아파트는 1개로, KNN 비교군도 0~2개 범위에 몰려 있습니다 (세대수 평균 683세대). | 학교 주변 아동 규모는 133명으로, KNN 비교군 124~315명 범위와 비슷합니다 (평균 179명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 3.7%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 156.9m 더 멉니다,548.3,1.72,0.0,B000002951,인천신선초등학교,중구,0.6486,579.7,0.0,0,B000003143,인천신석초등학교,서구,0.762,664.8,0.56,0,B000003023,인천부평북초등학교,부평구,1.1021,827.8,6.32,0,B000002949,인천신흥초등학교,중구,1.1581,121.0,0.0,0,,,,,,,
B000003109,인천효성초등학교,계양구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,3,2182,272,-28.343,-0.0523,14.533,"학교 주변 아동 규모는 189명으로, KNN 비교군 72~338명 범위와 비슷합니다 (평균 216명). | 현재 학생수는 272명으로, KNN 비교군 242~346명 범위에 가깝습니다 (평균 284명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 1.9%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 63.7m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,577.1,1.9,0.0,B000003119,인천소양초등학교,계양구,0.8358,244.0,1.27,0,B000003124,인천안산초등학교,계양구,0.9341,722.9,0.0,0,B000003091,인천주원초등학교,남동구,1.1648,513.7,0.0,0,B000003023,인천부평북초등학교,부평구,1.1869,827.8,6.32,0,,,,,,,
B000003077,상인천초등학교,남동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,2,4165,395,-51.314,-0.1143,19.387,"현재 학생수는 395명으로, KNN 비교군 179~602명 범위에 가깝습니다 (평균 389명). | 학교 주변 아동 규모는 553명으로, KNN 비교군 463~631명 범위와 비슷합니다 (평균 543명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 0.6%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 2개 더 적습니다,355.6,0.69,1.75,B000002989,인천주안남초등학교,미추홀구,0.7743,60.5,0.43,0,B000003027,인천부원초등학교,부평구,1.0569,752.2,0.0,7,B000003038,인천십정초등학교,부평구,1.2063,304.9,1.77,0,B000002983,인천남부초등학교,미추홀구,1.5498,305.0,0.57,0,,,,,,,
B000003074,인천간석초등학교,남동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,5291,510,2.829,-0.0467,27.323,"학교 주변 아동 규모는 795명으로, KNN 비교군 592~1,075명 범위와 비슷합니다 (평균 774명). | 최근 1년 학생수 증감률은 -4.7%로, KNN 비교군 -10.7~-1.6% 범위와 유사합니다 (평균 -5.6%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 430.0m 더 가깝습니다 | 유사학교 평균보다 녹지 비율이 0.2%p 더 높습니다,유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,615.4,0.9,0.5,B000003099,인천새말초등학교,남동구,1.3376,140.8,2.36,0,B000025206,인천새봄초등학교,연수구,1.3758,1812.1,0.03,0,B000003051,인천능허대초등학교,연수구,1.4833,204.8,0.94,2,B000003006,인천부평서초등학교,부평구,1.5882,304.0,0.29,0,,,,,,,
B000003089,인천고잔초등학교,남동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,3986,826,-30.829,-0.109,45.688,"학교 주변 아동 규모는 272명으로, KNN 비교군 156~382명 범위와 비슷합니다 (평균 286명). | 현재 학생수는 826명으로, KNN 비교군 749~980명 범위에 가깝습니다 (평균 872명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 168.8m 더 가깝습니다,유사학교 평균보다 녹지 비율이 5.5%p 더 낮습니다,249.2,17.18,0.0,B000003140,인천초은초등학교,서구,0.819,96.3,1.76,0,B000022832,인천한빛초등학교,남동구,0.828,116.7,20.55,0,B000003046,인천굴포초등학교,부평구,0.9219,342.5,5.17,0,B000025226,인천송일초등학교,연수구,0.928,441.4,41.21,0,,,,,,,
B000003075,인천구월서초등학교,남동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",완료,1,0,1,0,1,760,924,10.914,0.0,73.12,"학교 주변 아동 규모는 461명으로, KNN 비교군 278~608명 범위와 비슷합니다 (평균 430명). | 학생수 추세는 연간 +10.9명 수준으로, KNN 비교군 평균 +19.1명과 비슷한 학생 수가 늘어나는 흐름입니다. | 학교 유형은 기존학교이며, KNN 비교군의 100%도 같은 유형입니다.",유사학교 평균보다 녹지 비율이 8.6%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 306.8m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,352.0,1.54,0.0,B000003148,인천가림초등학교,서구,4.6978,414.7,2.68,0,B000025677,인천주안초등학교,미추홀구,11.0624,64.8,1.8,0,B000003018,인천부개서초등학교,부평구,11.0703,576.8,0.53,0,B000003031,인천산곡북초등학교,부평구,11.0761,351.9,1.16,0,,,,,,,
