격자코드,총인구,남성인구,여성인구,격자구분
다사108605,8,5,5,다사
다사108606,8,5,5,다사
다사108607,5,0,5,다사
다사108609,5,0,5,다사
다사108610,8,5,5,다사
다사108612,5,0,0,다사
다사108613,8,5,5,다사
다사108614,8,5,5,다사
다사108615,41,18,21,다사
다사108617,8,8,8,다사
다사108618,5,5,5,다사
다사108626,0,0,0,다사
다사108627,5,0,5,다사
다사108628,8,5,5,다사
다사108631,5,0,0,다사
다사108637,0,0,0,다사
다사108639,0,0,0,다사
다사108640,5,0,5,다사
다사108642,5,0,5,다사
다사108644,18,8,8,다사
다사108648,5,0,5,다사
다사108651,13,8,8,다사
다사108654,18,8,8,다사
다사108655,5,0,0,다사
다사108668,5,5,5,다사
다사108672,8,5,5,다사
다사108673,8,5,5,다사
다사108674,5,5,0,다사
다사108675,5,5,0,다사
다사108676,5,5,0,다사
다사108678,5,5,0,다사
다사108679,5,5,0,다사
다사108681,8,5,5,다사
다사108687,5,0,0,다사
다사108688,5,5,0,다사
다사108689,13,8,5,다사
다사108692,5,0,0,다사
다사108701,28,13,13,다사
다사108702,23,8,13,다사
다사108703,5,5,0,다사
다사108704,43,23,23,다사
다사108708,5,5,0,다사
다사108710,5,5,5,다사
다사108712,5,0,5,다사
다사108713,5,5,5,다사
다사108714,5,0,0,다사
다사108716,13,13,5,다사
다사108717,262,130,135,다사
다사108718,13,8,8,다사
다사108720,8,5,5,다사
다사108722,5,5,0,다사
다사108724,75,34,39,다사
다사108725,64,34,28,다사
다사108726,8,8,5,다사
다사108727,33,13,18,다사
다사108728,38,13,23,다사
다사108737,13,8,5,다사
다사108739,8,8,5,다사
다사108740,8,5,8,다사
다사108741,5,5,5,다사
다사108742,8,5,5,다사
다사108743,5,0,5,다사
다사108744,13,8,8,다사
다사108745,18,8,8,다사
다사108746,5,5,0,다사
다사109180,18,8,8,다사
다사109181,116,78,41,다사
다사109182,48,33,18,다사
다사109183,63,42,24,다사
다사109184,58,33,28,다사
다사109186,5,0,0,다사
다사109189,5,0,5,다사
다사109190,43,23,23,다사
다사109200,0,0,0,다사
다사109201,5,0,0,다사
다사109436,31,21,8,다사
다사109437,50,30,18,다사
다사109438,28,13,13,다사
다사109441,282,97,183,다사
다사109443,28,23,5,다사
다사109444,222,133,87,다사
다사109445,53,23,28,다사
다사109447,5,5,5,다사
다사109451,18,8,13,다사
다사109561,13,5,8,다사
다사109562,5,0,5,다사
다사109563,8,5,5,다사
다사109564,8,5,5,다사
다사109589,5,0,0,다사
다사109591,5,0,0,다사
다사109594,5,5,5,다사
다사109596,8,5,5,다사
다사109598,5,0,5,다사
다사109599,5,5,0,다사
다사109600,62,0,62,다사
다사109602,5,0,0,다사
다사109603,5,0,0,다사
다사109604,23,8,13,다사
다사109605,33,13,18,다사
다사109606,5,5,0,다사
다사109607,8,5,8,다사
다사109609,23,13,8,다사
다사109610,5,0,5,다사
다사109611,0,0,0,다사
다사109612,5,0,5,다사
다사109613,5,0,0,다사
다사109615,5,5,0,다사
다사109621,13,8,8,다사
다사109622,5,5,5,다사
다사109623,5,0,5,다사
다사109625,5,0,0,다사
다사109627,8,8,5,다사
다사109628,13,8,8,다사
다사109629,5,5,5,다사
다사109630,5,0,0,다사
다사109631,5,5,5,다사
다사109634,0,0,0,다사
다사109635,8,5,5,다사
다사109636,8,5,5,다사
다사109637,5,0,5,다사
다사109644,0,0,0,다사
다사109645,13,5,8,다사
다사109646,13,5,8,다사
다사109647,8,5,5,다사
다사109651,8,5,5,다사
다사109652,5,0,5,다사
다사109654,13,8,8,다사
다사109655,13,8,8,다사
다사109659,0,0,0,다사
다사109660,0,0,0,다사
다사109667,13,8,0,다사
다사109671,5,0,5,다사
다사109676,8,5,5,다사
다사109677,18,13,8,다사
다사109678,5,5,0,다사
다사109680,5,5,0,다사
다사109685,8,5,8,다사
다사109686,5,5,5,다사
다사109688,8,8,5,다사
다사109689,0,0,0,다사
다사109690,13,8,8,다사
다사109701,53,28,28,다사
다사109702,43,23,23,다사
다사109703,13,8,8,다사
다사109704,8,5,5,다사
다사109705,5,0,5,다사
다사109706,25,8,12,다사
다사109707,5,5,5,다사
다사109708,5,5,0,다사
다사109709,8,8,5,다사
다사109711,8,5,5,다사
다사109713,8,5,5,다사
다사109714,5,5,5,다사
다사109715,5,0,0,다사
다사109720,5,5,0,다사
다사109721,80,39,39,다사
다사109722,62,29,36,다사
다사109723,38,18,18,다사
다사109724,38,13,23,다사
다사109725,76,39,40,다사
다사109726,44,28,19,다사
다사109727,28,13,18,다사
다사109728,28,13,18,다사
다사109729,102,55,50,다사
다사109737,5,0,0,다사
다사109739,23,13,13,다사
다사109740,18,8,8,다사
다사109741,5,0,5,다사
다사109743,5,5,5,다사
다사109744,8,8,5,다사
다사109745,28,13,13,다사
다사109746,13,8,8,다사
다사109749,8,5,5,다사
다사110178,5,5,0,다사
다사110179,5,5,5,다사
다사110180,70,35,33,다사
다사110181,153,81,70,다사
다사110182,58,28,28,다사
다사110183,53,28,23,다사
다사110184,63,33,28,다사
다사110185,23,13,13,다사
다사110436,5,5,5,다사
다사110437,28,18,8,다사
다사110438,64,34,33,다사
다사110439,18,13,8,다사
다사110561,5,5,5,다사
다사110596,5,0,5,다사
다사110598,8,8,5,다사
다사110600,18,8,8,다사
다사110601,102,46,54,다사
다사110602,23,13,13,다사
다사110603,23,13,8,다사
다사110604,33,18,13,다사
다사110605,48,23,28,다사
다사110606,28,13,18,다사
다사110607,8,8,5,다사
다사110608,8,5,5,다사
다사110609,8,5,5,다사
다사110611,5,0,0,다사
다사110612,5,0,0,다사
다사110615,0,0,0,다사
다사110616,5,0,5,다사
다사110617,5,0,0,다사
다사110618,8,5,5,다사
다사110620,96,54,45,다사
다사110622,83,13,68,다사
다사110623,8,8,5,다사
다사110625,8,5,8,다사
다사110626,5,5,5,다사
다사110627,5,0,5,다사
다사110628,5,5,5,다사
다사110636,8,5,5,다사
다사110642,0,0,0,다사
다사110644,5,5,5,다사
다사110645,5,5,5,다사
다사110646,5,0,5,다사
다사110647,8,5,5,다사
다사110653,5,5,5,다사
다사110654,8,5,5,다사
다사110655,13,8,8,다사
다사110659,5,5,5,다사
다사110660,5,0,5,다사
다사110666,5,0,0,다사
다사110671,5,5,5,다사
다사110676,5,0,0,다사
다사110677,8,8,5,다사
다사110679,8,5,5,다사
다사110682,5,5,0,다사
다사110683,5,5,0,다사
다사110685,0,0,0,다사
다사110686,8,5,5,다사
다사110687,8,5,5,다사
다사110689,5,0,5,다사
다사110690,5,0,5,다사
다사110691,5,0,5,다사
다사110692,8,5,5,다사
다사110700,0,0,0,다사
다사110701,13,8,5,다사
다사110702,13,8,8,다사
다사110703,5,5,5,다사
다사110704,5,5,5,다사
다사110705,5,0,5,다사
다사110706,0,0,0,다사
다사110711,5,0,5,다사
다사110716,8,5,5,다사
다사110717,5,0,0,다사
다사110720,23,8,13,다사
다사110721,111,52,62,다사
다사110722,38,18,18,다사
다사110723,13,5,8,다사
다사110724,0,0,0,다사
다사110725,5,5,0,다사
다사110726,5,5,5,다사
다사110728,69,39,33,다사
다사110729,43,18,23,다사
다사110730,5,5,0,다사
다사110739,8,8,5,다사
다사110740,8,0,8,다사
다사110743,5,5,5,다사
다사110744,5,0,5,다사
다사110745,8,5,8,다사
다사111179,13,5,8,다사
다사111180,5,5,0,다사
다사111181,8,8,5,다사
다사111182,8,8,5,다사
다사111183,5,5,5,다사
다사111184,23,8,13,다사
다사111185,8,5,8,다사
다사111437,5,0,0,다사
다사111438,33,18,18,다사
다사111439,513,213,303,다사
다사111440,303,121,180,다사
다사111441,49,28,19,다사
다사111582,0,0,0,다사
다사111584,5,5,0,다사
다사111585,8,5,8,다사
다사111586,5,5,0,다사
다사111592,8,8,5,다사
다사111594,5,0,5,다사
다사111597,5,0,5,다사
다사111598,5,5,5,다사
다사111599,5,5,5,다사
다사111601,5,0,5,다사
다사111602,8,8,5,다사
다사111603,8,5,5,다사
다사111605,0,0,0,다사
다사111606,5,0,0,다사
다사111611,5,0,0,다사
다사111612,8,5,5,다사
다사111615,5,0,0,다사
다사111617,8,5,5,다사
다사111618,33,18,18,다사
다사111619,13,5,8,다사
다사111620,5,5,0,다사
다사111621,5,5,0,다사
다사111623,5,5,5,다사
다사111625,5,0,5,다사
다사111626,8,5,8,다사
다사111631,5,5,0,다사
다사111646,8,8,5,다사
다사111650,5,5,0,다사
다사111651,8,5,5,다사
다사111655,8,8,5,다사
다사111660,5,5,5,다사
다사111663,8,5,5,다사
다사111671,0,0,0,다사
다사111672,5,0,0,다사
다사111677,5,0,0,다사
다사111678,5,5,5,다사
다사111680,8,8,5,다사
다사111682,8,8,0,다사
다사111687,8,8,8,다사
다사111688,8,5,5,다사
다사111689,5,0,0,다사
다사111690,0,0,0,다사
다사111691,5,5,0,다사
다사111692,8,5,5,다사
다사111702,8,5,5,다사
다사111703,8,5,5,다사
다사111704,13,8,8,다사
다사111705,53,25,26,다사
다사111707,8,8,5,다사
다사111709,8,0,8,다사
다사111717,5,0,5,다사
다사111719,5,5,0,다사
다사111720,23,13,8,다사
다사111721,0,0,0,다사
다사111722,5,5,0,다사
다사111725,5,0,5,다사
다사111726,13,5,8,다사
다사111727,8,5,8,다사
다사111728,218,106,110,다사
다사111729,58,28,28,다사
다사111737,5,0,0,다사
다사111738,13,8,8,다사
다사112179,23,13,13,다사
다사112180,18,13,8,다사
다사112181,18,13,8,다사
다사112182,38,23,18,다사
다사112183,33,13,18,다사
다사112184,28,18,13,다사
다사112436,5,5,0,다사
다사112437,28,18,13,다사
다사112438,121,50,74,다사
다사112439,365,131,237,다사
다사112560,5,0,0,다사
다사112561,5,0,5,다사
다사112562,8,5,5,다사
다사112563,8,0,8,다사
다사112581,8,5,8,다사
다사112582,5,0,0,다사
다사112584,13,5,8,다사
다사112586,5,5,5,다사
다사112589,5,0,5,다사
다사112592,5,5,0,다사
다사112598,5,0,0,다사
다사112601,5,5,0,다사
다사112603,8,8,5,다사
다사112610,5,0,5,다사
다사112611,8,5,5,다사
다사112612,5,0,5,다사
다사112617,8,5,5,다사
다사112620,5,0,0,다사
다사112622,0,0,0,다사
다사112623,5,0,5,다사
다사112630,8,8,5,다사
다사112633,53,27,29,다사
다사112634,5,0,5,다사
다사112640,8,8,5,다사
다사112641,0,0,0,다사
다사112644,0,0,0,다사
다사112650,13,5,8,다사
다사112651,5,5,0,다사
다사112654,5,5,0,다사
다사112655,5,5,5,다사
다사112659,13,5,8,다사
다사112660,5,5,0,다사
다사112661,8,8,5,다사
다사112664,5,5,0,다사
다사112667,0,0,0,다사
다사112672,5,5,5,다사
다사112676,5,5,5,다사
다사112677,5,0,5,다사
다사112678,8,5,8,다사
다사112679,13,8,5,다사
다사112680,5,5,0,다사
다사112681,8,5,5,다사
다사112683,5,5,0,다사
다사112686,0,0,0,다사
다사112687,0,0,0,다사
다사112688,0,0,0,다사
다사112689,5,5,5,다사
다사112692,5,5,5,다사
다사112703,5,5,0,다사
다사112704,101,68,36,다사
다사112705,13,5,8,다사
다사112707,8,5,5,다사
다사112719,8,5,5,다사
다사112720,38,18,18,다사
다사112721,8,5,5,다사
다사112726,18,8,13,다사
다사112727,8,5,5,다사
다사112728,18,8,8,다사
다사112729,8,5,5,다사
다사112730,5,5,0,다사
다사112737,8,8,5,다사
다사112738,5,5,0,다사
다사112739,13,5,8,다사
다사112740,5,5,0,다사
다사112746,8,5,5,다사
다사112748,13,8,8,다사
다사113179,13,8,8,다사
다사113180,33,18,18,다사
다사113181,33,13,18,다사
다사113182,28,13,13,다사
다사113183,8,5,5,다사
다사113437,23,13,13,다사
다사113438,234,86,146,다사
다사113439,325,147,181,다사
다사113440,266,104,160,다사
다사113442,606,264,340,다사
다사113444,18,13,8,다사
다사113445,8,5,5,다사
다사113465,0,0,0,다사
다사113558,8,5,5,다사
다사113559,5,5,0,다사
다사113560,8,5,0,다사
다사113561,13,5,8,다사
다사113562,13,8,8,다사
다사113563,5,5,0,다사
다사113582,5,0,5,다사
다사113583,8,5,5,다사
다사113585,5,0,0,다사
다사113587,5,5,0,다사
다사113588,5,0,5,다사
다사113590,5,5,0,다사
다사113600,18,8,8,다사
다사113603,53,23,28,다사
다사113604,13,8,8,다사
다사113605,13,8,5,다사
다사113606,8,8,5,다사
다사113611,18,8,8,다사
다사113612,8,5,5,다사
다사113614,8,5,8,다사
다사113616,8,8,5,다사
다사113617,8,5,5,다사
다사113618,8,5,5,다사
다사113619,5,5,0,다사
다사113620,5,0,5,다사
다사113621,8,8,0,다사
다사113622,13,8,5,다사
다사113626,5,0,5,다사
다사113627,8,0,8,다사
다사113632,0,0,0,다사
다사113645,5,5,5,다사
다사113649,8,8,5,다사
다사113650,13,8,8,다사
다사113654,5,5,0,다사
다사113655,5,5,0,다사
다사113657,18,15,5,다사
다사113660,8,8,8,다사
다사113661,8,5,5,다사
다사113662,5,5,5,다사
다사113672,8,5,8,다사
다사113673,18,13,8,다사
다사113677,8,5,5,다사
다사113678,5,5,5,다사
다사113679,8,5,5,다사
다사113680,5,0,5,다사
다사113682,5,5,0,다사
다사113686,5,5,5,다사
다사113688,5,0,0,다사
다사113689,0,0,0,다사
다사113691,5,0,0,다사
다사113692,18,8,8,다사
다사113693,13,5,8,다사
다사113694,5,0,5,다사
다사113705,5,0,0,다사
다사113706,8,5,5,다사
다사113719,5,5,5,다사
다사113720,8,5,8,다사
다사113721,5,5,0,다사
다사113726,86,42,42,다사
다사113727,105,51,52,다사
다사113728,106,48,56,다사
다사113729,18,8,8,다사
다사113730,0,0,0,다사
다사113736,0,0,0,다사
다사113737,8,5,8,다사
다사113738,8,8,5,다사
다사113739,5,5,0,다사
다사113742,8,8,0,다사
다사113745,8,5,5,다사
다사113746,5,5,5,다사
다사113748,5,5,5,다사
다사113753,5,5,5,다사
다사113755,5,5,0,다사
다사114432,5,5,5,다사
다사114437,359,175,182,다사
다사114438,181,96,88,다사
다사114439,695,304,394,다사
다사114441,123,53,68,다사
다사114442,491,221,268,다사
다사114443,18,13,8,다사
다사114444,65,32,36,다사
다사114445,57,31,24,다사
다사114446,18,13,8,다사
다사114458,5,5,0,다사
다사114466,33,13,18,다사
다사114472,63,58,5,다사
다사114478,5,0,0,다사
다사114558,0,0,0,다사
다사114560,8,5,0,다사
다사114561,5,0,5,다사
다사114562,8,5,5,다사
다사114563,8,5,5,다사
다사114579,5,5,5,다사
다사114582,5,5,0,다사
다사114583,5,0,5,다사
다사114584,5,0,0,다사
다사114585,8,5,5,다사
다사114588,5,0,0,다사
다사114599,5,0,0,다사
다사114603,18,8,13,다사
다사114604,13,8,0,다사
다사114605,5,5,5,다사
다사114607,8,8,5,다사
다사114611,0,0,0,다사
다사114612,8,5,5,다사
다사114614,5,0,5,다사
다사114616,8,5,5,다사
다사114618,5,5,5,다사
다사114619,5,0,5,다사
다사114620,13,5,8,다사
다사114621,8,5,5,다사
다사114625,5,0,0,다사
다사114630,5,5,0,다사
다사114631,5,0,0,다사
다사114645,0,0,0,다사
다사114649,5,5,0,다사
다사114650,5,5,0,다사
다사114653,5,5,0,다사
다사114654,13,8,5,다사
다사114657,5,5,0,다사
다사114660,8,8,5,다사
다사114662,5,0,5,다사
다사114663,8,5,5,다사
다사114672,5,5,0,다사
다사114673,8,5,5,다사
다사114674,5,5,5,다사
다사114678,5,5,0,다사
다사114679,8,8,8,다사
다사114680,8,5,5,다사
다사114683,8,8,5,다사
다사114685,8,5,5,다사
다사114686,8,8,5,다사
다사114688,13,8,5,다사
다사114689,8,5,5,다사
다사114690,5,0,5,다사
다사114691,13,8,8,다사
다사114692,13,8,5,다사
다사114693,8,8,5,다사
다사114694,8,5,5,다사
다사114695,8,5,5,다사
다사114696,8,5,5,다사
다사114705,5,0,0,다사
다사114706,8,5,5,다사
다사114718,8,8,5,다사
다사114719,23,8,13,다사
다사114721,33,18,18,다사
다사114722,13,8,5,다사
다사114723,0,0,0,다사
다사114724,8,5,8,다사
다사114725,23,8,13,다사
다사114726,5,5,0,다사
다사114728,48,23,23,다사
다사114729,33,18,18,다사
다사114730,38,13,23,다사
다사114731,5,0,0,다사
다사114732,5,5,5,다사
다사114733,5,0,0,다사
다사114734,68,33,33,다사
다사114735,5,0,0,다사
다사114740,27,27,0,다사
다사114745,5,5,5,다사
다사114746,8,5,5,다사
다사114747,5,5,0,다사
다사114748,18,8,8,다사
다사114749,13,5,8,다사
다사114750,5,0,5,다사
다사114751,0,0,0,다사
다사114752,8,8,5,다사
다사114753,13,8,8,다사
다사114754,8,5,5,다사
다사114755,13,8,8,다사
다사115430,153,80,71,다사
다사115431,371,188,181,다사
다사115432,340,171,172,다사
다사115433,158,86,70,다사
다사115435,520,261,262,다사
다사115436,361,178,181,다사
다사115437,442,231,209,다사
다사115438,478,243,233,다사
다사115439,305,193,115,다사
다사115440,226,107,117,다사
다사115441,222,111,109,다사
다사115443,33,18,13,다사
다사115444,63,38,23,다사
다사115445,51,36,18,다사
다사115446,28,18,8,다사
다사115447,45,25,18,다사
다사115474,5,5,0,다사
다사115559,8,5,5,다사
다사115560,0,0,0,다사
다사115561,8,5,5,다사
다사115562,5,0,0,다사
다사115564,5,5,5,다사
다사115565,5,0,5,다사
다사115582,5,0,5,다사
다사115583,0,0,0,다사
다사115585,8,5,8,다사
다사115586,5,5,0,다사
다사115601,8,5,8,다사
다사115603,8,5,5,다사
다사115604,8,5,5,다사
다사115605,8,5,5,다사
다사115606,5,0,0,다사
다사115607,13,5,8,다사
다사115612,5,5,0,다사
다사115613,13,8,8,다사
다사115614,8,8,5,다사
다사115619,8,5,5,다사
다사115620,5,0,0,다사
다사115625,5,5,5,다사
다사115629,0,0,0,다사
다사115637,5,0,5,다사
다사115649,8,5,5,다사
다사115650,5,0,5,다사
다사115654,5,0,0,다사
다사115655,5,0,5,다사
다사115657,5,5,5,다사
다사115658,5,5,5,다사
다사115661,5,0,0,다사
다사115662,5,0,0,다사
다사115663,13,8,8,다사
다사115664,8,0,8,다사
다사115665,8,5,5,다사
다사115672,18,8,8,다사
다사115673,5,0,5,다사
다사115677,5,5,5,다사
다사115678,5,0,0,다사
다사115680,8,5,5,다사
다사115681,8,5,5,다사
다사115683,5,0,5,다사
다사115684,5,5,5,다사
다사115685,13,8,8,다사
다사115686,8,5,5,다사
다사115687,8,8,8,다사
다사115688,5,5,5,다사
다사115689,8,8,8,다사
다사115690,5,0,0,다사
다사115692,0,0,0,다사
다사115693,28,13,13,다사
다사115694,13,8,8,다사
다사115695,23,13,8,다사
다사115696,5,0,5,다사
다사115705,5,0,0,다사
다사115706,13,8,8,다사
다사115717,0,0,0,다사
다사115718,13,5,8,다사
다사115719,71,35,34,다사
다사115720,5,5,5,다사
